id,tokens,tags
334,ja schick ich jetzt den Angriff dorthin zum Lesen aber wenn du direkt vorbeikommst dann mach nur ein näheres Foto als Nachweis,O O O O O O O O O O O B O O O O O O O O O O
2496,Für sie Paralleleinsatz der D2 geht zur Manipulation in die Lagerhalle vor für sie Bereitstellung eines Luftbildes aus der Halle kommen,O B O O O O O O O O O O O O O O O O O O O
395,Angriffstrupp öffnet die Tür mit dem Nageleisen,B O O O O O O
159,kannst du einmal ein Foto von dem Fass machen in Richtung der Treppe dass man einen Orientierungspunkt hat,O B O O O O O O O O O O O O O O O O
126,dann Erkundung zweiter Obergeschoss,O O O O
400,Sie öffnen die Türen mit dem Spreizer,B O O O O O O
381,Angriffstrupp zur Brandbekämpfung mit dem Strahlrohr vor,B O O O O O O
1596,schickst du mir dann auch von da mal ein Foto,O B O O O O O O O O
2061,Macht bitte Fotos von Positionen die euch blöd vorkommen oder interessant vorkommen,O O O O O O O O O O O O
1952,dann bitte eine Probe nehmen,O O O O O
1573,schickst du mir noch mal ein aktuelles Foto euren Standortes,O B O O O O O O O O
446,D5 fliegt über die Straße und macht Fotos von linker Seite,B O O O O O O O O O O
433,Für sie Aufgabe Feuerlöschen mit D Rohr im Keller,O B O O O O O O O
1523,ja dann fahrt mal hoch und erkundet da weiter,O O O O O O O O O
2515,Der D3 fährt zum Objekt vor der D2 ist schon dort stellt das Überfass bereit kommen,O B O O O O O O O O O O O O O O
454,D 4 zur Erkundung mit Infrarotkamera ins Gebäude durch das Tor vor,B I O O O O O O O O O O
62,melden wenn Einsatzbereitschaft gegeben,O O O O
1474,könnt ihr den Bereich mal abschwenken mit der Kamera und nach eventuellen Brandnestern suchen,O B O O O O O O O O O O O O
451,Trupp zum Brandlöschen über die Wiese vor,B O O O O O O
2487,Für sie zur Information es handelt sich um folgenden stoff Schwefelsäure für sie als Auftrag mit dem D2 einen umgefallenen Kanister der sich geöffnet hat der die Flüssigkeit enthält aufnehmen und in ein Überfass befördern kommen,O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2077,Wenn du hoch oder runterfährst sagst mir bitte vorher Bescheid Kommen,O B O O O O O O O O O
2207,Ich orientiere mich nur an der Karte das heißt nach rechts wäre Osten du folgst einfach der langen Straße praktisch,O O O O O O O O O O O O O B O O O O O O
2608,Behältniss wurde ins Überfass verfrachtet positiv das Fass soll geschlossen werden kommen,O O O O O O O O O O O O
2097,Kannst du mir mal ein Foto von deiner Position machen,O B O O O O O O O O
421,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,B O O O O O O O O O O O
477,Team auf Position gehen,B O O O
440,D1 fliegt zum roten PKW,B O O O O
2156,Einsatzauftrag bitte aufsteigen Übersichtsfoto machen wenn möglich aus allen vier Himmelsrichtungen kommen,O O O O O O O O O O O O
801,Roboter 1 können Sie den Standort nochmal anfahren,B I O O O O O O
1116,ich möchte mal dass du mit der   mit der Drohne jetzt weiter fliegst zum anderen Hochofen quasi von der anderen Seite der Einsatzstelle aus Fotos machst,O O O O B O O O O O O O O O O O O O O O O O O O O O O O
827,wenn betriebsbereit Auftrag durchführen,O O O O
435,Sie ziehen es raus mit dem Rettungszylinder,B O O O O O O
184,UGV 1 versuch noch in hochsweite ein bisschen nähere Ergebnisse zu kriegen,B I O O O O O O O O O O
406,Sie schneiden Holz mit der Motorkettensäge,B O O O O O
438,D drei öffnet die Tür mit dem Plasmaschneider,B I O O O O O O
1126,dass du dieses Bild nochmal machst aber reinzoomst,O B O O O O O O
1818,Wassertrupp übernimmt Verkehrsabsicherung,B O O
402,Trupp macht ein Loch mit dem Gurtmesser,B O O O O O O
431,Trupp zum Brandlöschen mit dem B Rohr vor,B O O O O O O O
436,D fünf macht Bilder mit der Thermalkamera,B I O O O O O
2475,Für sie WHS Rückzug aus der Lagerhalle erkundungsauftrag beendet kommen,O O B O O O O O O O
371,Maschinist zur Atemschutzüberwachung vor,B O O O
1858,ich brauch einmal ein Lagebild von oben wo das komplette Objekt abgebildet wird und dann speziell ein Foto zwischen den beiden Türen,O O O O O O O O O O O O O O O O O O O O O O
441,D3 fährt innen in die Lagerhalle,B O O O O O
2134,Und dann weiter vorgehen,O O O O
407,Trupp fällt die Bäume mit der Motorkettensäge,B O O O O O O
443,Wassertrupp mit dem Rohr zur Unterstützung des Angrifftrupps ins Keller,B O O O O O O O O O
420,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,B O O O O O O O O O O O
2561,Für sie ist der Erkundungsauftrag beendet kommen,O B O O O O O
884,jetzt gilt der Auftrag auslaufende Chemikalien und Gefahrstoffe zu finden und zu orten,O O O O O O O O O O O O O
416,Sie transportieren die Person in der Schleifkorbtrage,B O O O O O O
181,Maßnahme momentan warten wir machen hier gerade Übergabe,O O O O O O O O
409,Der Trupp trennt die Dachholmen an Kraftfahrzeugen mit dem Schneidgerät,B I O O O O O O O O
432,Angrifftrupp zum Löschen mit dem C Rohr vor,B O O O O O O O
2508,Ja für sie zur Information bitte warten bis der D3 als Logistikunterstützung kommt er wird ihnen das Überfass zum sichern des Behältnisses bereitstellen kommen,O O B O O O O O O O O O O O O O O O O O O O O O
377,Wassertrupp sperrt den Gefahrenbereich ab,B O O O O
412,Sie trennen die Metallteile mit dem Plasmaschneidgerät,B O O O O O O
2438,Einmal bitte zum Gefahrenbereich vor den Eingang der Halle kommen,O O O O O O O O O O
2558,Ja das ist verstanden bitte melden wenn durchgeführt,O O O O O O O O
1450,fliegt ihr in westlicher Richtung über dem eigentlichen Gelände und schickt mir dann mal ein Bild,O B O O O O O O O O O O O O O O
812,schauen Sie mal im Umkreis ob dort Rettungskräfte sich bewegen kommen,O B O O O O O O O O O
491,UAV bitte eine Gesamtübersicht von dem zentralen Gebäude,B O O O O O O O
232,ja dann werden wir jetzt fliegen und versuchen Bilder vor der Unfallstelle aufzunehmen,O O O B O O O O O O O O O
2063,Bitte mach mir mal ein Foto von deinem Standort kommen,O O O O O O O O O O
437,D zwei fotografiert das Gebiet mit der Thermalkamera,B I O O O O O O
327,ja fahren Sie wieder zurück ins Untergeschoss,O O B O O O O
1705,dann müsst ihr euch von da aus in östlicher Richtung bewegen,O O B O O O O O O O O
835,Auftrag lautet aus der Luft versuchen den Roboter 1 zu finden und dann abzufotografieren,O O O O O O O O O O O O O O
562,versuchen Sie mit hilfe der Bodenroboter die Substanzen herauszufinden,O B O O O O O O O
314,kann man von oben vielleicht mir ein Foto schicken,O O O O O O O O O
417,Der Trupp ist zum Transporteren von Verletzten mit der Schaufeltrage vor,B I O O O O O O O O O
845,neuer Auftrag Personsuche aus der Luft mittels Wärmebildkamera kommen,O O O O O O O O O
1078,neuer Auftrag ist Akku tauschen damit die Drohne wieder fliegen kann,O O O O O O O O O O O
390,Schlauchtrupp zur Löschwasserentnahme durch Unterflurhydrant vor,B O O O O O
563,oder ob es möglich ist die Leckage abzudichten,O O O O O O O O
1392,Aber auch Hitzequellen Rauchquellen oder chemische Substanzen melden und auf der Karte markieren,O O O O O O O O O O O O O
378,Angrifftrupp zum Aufbauen vom Dekonplatz,B O O O O
2236,Nähere dich mal UGV 2 da sind zwei Proben die er eventuell aufnehmen muss,O O O O O O O O O O O O O O
482,wenn Sie einsatzbereit sind lautet der Einsatzauftrag bitte geben Sie mir einen Gesamtüberblick aus der Luft suchen Sie nach möglichen Rauchentwicklungen konzentrieren Sie sich besonders auf den Bereich zwischen den beiden Hochöfen beziehungsweise am linken Hochofen,O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2133,Dann Foto machen,O O O
1634,Frage könnt ihr den Behälter mal von einer anderen Seite anfahren und erkunden ob er noch verschlossen ist oder ob da irgendwas austritt,O O B O O O O O O O O O O O O O O O O O O O O
608,den Suchbeginn bitte mitteilen,O O O O
1868,ja Ihr Auftrag ist in das Objekt reinzufahren und den Schadensort zu scannen zu bebildern,O O O O O O O O O O O O O O O
1141,flieg mal mit der Drohne genau in die andere Richtung,O O O O O O O O O O
221,kann man die Temperatur von dem Fass messen,O O O O O O O O
791,ja such mal noch weiter,O O O O O
1821,Schlauchtrupp baut Not Dekon neben Bereitstellungsraum auf,B O O O O O O
389,Wassertrupp zur Löschwasserentnahme durch Wandhydranten vor,B O O O O O
596,Andreas und Daniel könnt ihr mir beide jeweils schon mal ein Foto von eurem aktuellen Standort senden,B I I O O O O O O O O O O O O O O
1207,die Roboter sollen alle zurückfahren und dann treffen wir uns hier,O O O O O O O O B O O
379,Angriffstrupp baut den Dekonplatz auf,B O O O O
964,dort mit dem Roboter hinfahren und mit der Menschensuche beginnen,O O O O O O O O O O
363,Angriffstrupp mit der Schlauchbrücke zur Gefahrenquelle vor,B O O O O O O
818,folgenden Auftrag an Roboter 2 suchen Sie den Standort des Roboters 1,O O O B I O O O O O O O
368,Maschinist stellt die Pumpe bereit,B O O O O
366,Wassertrupp Löschangriff mit Wasser Schaum und Pulver aufbauen,B O O O O O O O
1390,Sie suchen die nördliche Gebäudewand in westlicher Richtung ab,B O O O O O O O O
652,baldmöglich erstes Bildmaterial senden,O O O O
408,Sie trennen Metallteil mit einer Trennschleifmaschine,B O O O O O
425,D1 macht erkundet weiter und sendet die Fotos der Halle,B O O O O O O O O O
2525,D3 mit Überfass ist am Standort angekommen für sie Beginn des Auftrages Bergung des Behältnisses kommen,O O O O O O O O B O O O O O O O
2076,Einsatzauftrag du fährst den langen Gang entlang ich gehe mal davon aus dass es am südlichen Wand der Halle ist und bleibst bitte auf der Ebene,O B O O O O O O O O O O O O O O O O O O O O O O O O
88,UGV 1 aber warten,B I O O
926,bräuchte nur noch ein klareres Foto von der Person,O O O O O O O O O
429,D5 fährt zur Unterstützung des Angriffstrupps,B O O O O O
1459,ihr nehmt aber die westliche Richtung,B O O O O O
1863,auf Menschen und sonstige Ereignisse scannen,O O O O O O
1042,Auftrag ist Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,O O O O O O O O
880,ich möchte Infrarot Bilder haben mit dem Ziel Leckagen festzustellen beziehungsweise Wärmestrahlung,O O O O O O O O O O O O
388,Wassertrupp zur Löschwasserentnahme durch eingebaute Tiefenpumpen vor,B O O O O O O
442,D4 macht die Bilder in der Lagerhalle innen und außen,B O O O O O O O O O
2457,Für sie bitte die inbetriebnahme der Roboter D3 und D5 kommen,O B O O O O O O O O O
397,Der Trupp leuchtet den Gefahrenbereich mit dem Handscheinwerfer,B I O O O O O O
1517,kannst du mir ein Bild schicken,O B O O O O
1817,Angriffstrupp und Schlauchtrupp bauen Geräteablage auf,B I I O O O
860,nächster Auftrag weitere Personensuche,O O O O
423,UAV Operator macht den Überblick und sendet die Bilder,B B O O O O O O O
2450,WHS für sie zur Information die Drohne D1 ist zur Außenerkundung vor Für sie Auftrag Erkundung innen der Halle kommen,O O B O O O O O O O O O O O O O O O O O
374,Maschinist zur Bedienung von Stromerzeuger und Ausleuchten der Einsatzstelle bei Nacht vor,B O O O O O O O O O O O
992,Operator 1 schickst du mir das nochmal rüber ich habe nichts gekriegt hier,B I O O O O O O O O O O O
392,Wassertrupp spritzt das Gebiet mit Wasser mit der Kübelspritze,B O O O O O O O O
990,Operator 1 schickst du mir die Bilder auch einmal rüber die du gemacht hast,B I O O O O O O O O O O O O
802,und von dort geradeaus weiter auf die Person zufahren,O O O O O O O O O
30,hast du eine Möglichkeit dass Fass näher zu identifizieren was da drin ist,O B O O O O O O O O O O O
1250,Position beibehalten,O O
665,vorrängig weiter Personen suchen,O O O O
2217,Bleib mal gerade an der Position wir starten dich noch gerade neu,O O O O O O O O O O O O
422,Angriffstrupp zur Menschenrettung mit Pressluftatmern und 1 Rohr ins Wohnzimmer durch den Hauseingang vor,B O O O O O O O O O O O O O
2468,Frage ich kann das bild ihrer Drohne auf dem Bildschirm sehen können sie die Kamera so positionieren dass man das gefahrgut kennzeichen sieht kommen,O O O O O O O O O O O O B O O O O O O O O O O O
943,unsere Aufgabe ist es halt Menschenrettung,O O O O O O
330,noch ein Bild schicken und das aber mit einem Schwarz Weiß Hintergrund,O O O O O O O O O O O O
870,guck mal auch nebenbei so ein bisschen nach dem Feuer,O O O O O O O O O O
1914,bitte darauf achten eine Bezeichnung auf dem Kanister zu erkennen,O O O O O O O O O O
2139,Gib mir bitte nochmal ein Foto von deiner Fahrtrichtung,O O O O O O O O O
376,Wassertrupp sichert die Einsatzstelle gegenüber dem Verkehr,B O O O O O O
2171,Und jetzt fahrt ihr beide hintereinander her zum Punkt ASA 325   352 danke,O O O B I O O O O O O O O O O
2427,D2 ist einsatzbereit das ist verstanden Bitte auf Übungsbeginn warten kommen,B O O O O O O O O O O
54,zu allen Roboter mal kurz Stop,B I I O O O
1234,starten Sie Ihre Roboter zur Erkundung der Area ist eine unklare Sache wir wissen noch nicht genau was da passiert ist,O B O O O O O O O O O O O O O O O O O O O
411,Der Angriffstrupp trennt die Stahlteilen mit dem Brennschneidgerät,B I O O O O O O
2149,Und weiter mappen,O O O
1179,immer noch Menschen suchen ne,O O O O O
2335,Okay konntest du denn eine Probenahme beenden,O O B O O O O
444,D2 bewegt sich Richtung Norden,B O O O O
1330,Unsere Aufgabe erstellen einer Karte des Gebäudes,O O O O O O O
1547,ja fahrt da mal rein,O O O O O
1455,bewegt ihr euch mal in südlicher Richtung und sucht das Gelände mal nach gefährlichen Stoffen ab kommen,O B O O O O O O O O O O O O O O O
456,Drohnenoperator zur Personensuche mit WHS vor,B O O O O O
1908,mach mal ein Foto davon,O O O O O
1201,fahr zu dem grünen Fass und erkunde um dieses grüne Fass herum warum es da raucht,O O O O O O O O O O O O O O O O
1666,ja schickst du mir nochmal ein Bild,O O B O O O O
386,Schlauchtrupp zur Löschwasserentnahme über ein Saugschacht und ein Saugrohr vor,B O O O O O O O O O
375,Wassertrupp stellt die Wasserversorgung bereit,B O O O O
1862,bitte auch per Infrarot bitte,O O O O O
1481,bleibt mal auf der Ebene und fahrt weiter in westlicher Richtung und erkundet dort,O O O O O O O O O O O O O O
1262,da ich eine leichte Rauchentwicklung auf der linken Seite sehe bitte den Weg zur linken Seite fortsetzen,O O O O O O O O O O O O O O O O O
963,Auftrag für dich geradeaus die Treppe hochfahren 50 meter rein linksseitig dichte Rauchentwicklung,O O B O O O O O O O O O O
1030,Lena jetzt sag mir mal genau den Standort dieser Person,B O O O O O O O O O
2686,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,O O O O B O O O O O O
831,benötige Luftbild mit möglichst der leblosen Person die auf dem Wärmescan den ich hier habe zu sehen ist,O O O O O O O O O O O O O O O O O O
439,D vier macht die Abmessung mit dem Gas Sensor,B I O O O O O O O
487,da ein Foto machen,O O O O
2567,Für sie Erkundungsauftrag Panoramabild der gesammten Lagerhalle kommen,O B O O O O O O
457,D2 schließt den Container mit dem Arm,B O O O O O O
1422,Wenn Sie sich an der nördlichen Gebäudewand entlang nach Westen bewegen nehmen sie immer so den Victim als Ziel,O O O O O O O O O O O O B O O O O O O
2291,Konntest du schon mal was erkennen sind die Behälter dicht oder undicht,O B O O O O O O O O O O
10,dann bitte mal eins gerade vorweg,O O O O O O
1190,ich hab im Moment keinen Roboter einsatzbereit kannst du gucken ob du dieses Fass findest und entsprechende Bilder machst,O O O O O O O O B O O O O O O O O O O
1355,Teilen Sie mir bitte auch mal ein Foto in ihrer Fahrtrichtung,O B O O O O O O O O O
2285,Wenns geht fährst du nicht den Weg zurück den du gekommen bist sondern eben erst mal Richtung Süden von Darmstadt aus und dann wieder Richtung Richtung Startpunkt sozusagen,O O O B O O O O O O O O O O O O O O O O O O O O O O O O
1511,ja fahr mal rein,O O O O
1271,ja wenns geht näher ranfahren zum Lokalisieren wo dieser Rauch entsteht und Foto machen und mir senden,O O O O O O O O O O O O O O O O O
414,Sie transportieren die Person in einem Rettungstuch,B O O O O O O
954,von oben uns Fotos machst und guckst wo wir ne Rauchentwicklung haben und auch mit der Infrarot Kamera,O O O O O O O O O O O O O O O O O O
488,Operator Boden 2 ein Foto senden,B I I O O O
1731,ja dann könnt ihr direkt mal erkunden wie aus der Position wo UGV zw  eins sich momentan befindet das andere Fass zu sehen war,O O O B O O O O O O O O O O O O O O O O O O O O O
2179,Nimm doch mal bitte einen Rundblick,O O O O O O
982,du sollst zur Rauchentwicklung fahren,B O O O O
1755,die Rauchentwicklung die das UAV gemeldet hat könnt ihr da näher erkunden inwiefern wir da noch mit Kräften vorgehen können,O O O O O O O O B O O O O O O O O O O O
359,Mit dem Schlauchhaspel den Verbindungsschlauch vom Hydrant zur Beregnungsmaschine verlegen,O O O O O O O O O O
523,einmal ein Foto machen,O O O O
1823,Einsatzausrüstung für den Brandeinsatz,O O O O
95,ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich,O O O O O O O O O O O O
1383,Für Sie Auftrag Sie sind mit Messgeräten zur Gasmessung ausgestattet alle 15 Minuten die Gaskonzentration messen,O B O O O O O O O O O O O O O O
358,Mit dem Schlauchhaspel den Verbindungsschlauch von der Pumpe zur Beregnungsmaschine verlegen,O O O O O O O O O O O
401,Trupp entfernt es mit dem Klappmesser,B O O O O O
2237,Fahr mal bitte näher daran und mach mal Foto wie er das macht,O O O O O O O O O O O O O
415,Sie transportieren die Person in der Krankentrage,B O O O O O O
450,Sie bewegen sich zum Fenster auf der rechten Seite,B O O O O O O O O
427,D3 fährt in die Halle rein,B O O O O O
2500,Das ist so korrekt der befindet sich gerade in der Anfahrt zum Gefahrgutobjekt für sie logistische Unterstützung durch den D3 mit dem Überfass kommen,O O O O O O O O O O O O O O B O O O O O O O O O
257,könnt ihr was erkunden was da in lauter Rauch steht,O B O O O O O O O O
2535,Der D1 ist jetzt gerade im Akkuwechsel für sie Übergangsaufrag Bilddarstellung in der Lagerhalle innen kommen,O O O O O O O O B O O O O O O O
405,Trupp trennt die Zäunen mit dem Bolzenschneider,B O O O O O O
360,Wassertrupp mit dem Rollschlauch zur Brandbekämpfung vor,B O O O O O O
2442,Die Einsatzstelle wurde begangen Wir haben einen Gefahrstoffunfall in einem Lager Für sie erkundungsauftrag außerhalb der Halle danach bei mir melden kommen,O O O O O O O O O O O O B O O O O O O O O O
2395,Ja für sie Aufträge einmal Kommunikation zu den Robotertrupps checken und fragen ob Einsatzbereitschaft kommen,O O B O O O O O O O O O O O O
2612,Ja für sie Unterstützung durch Bildübertragung des D2 bei der Fassversiegelung kommen,O O B O O O O O O O O O
2180,Wenn du da nichts entdeckst weiter Richtung Osten,O O O O O O O O
2043,ja UGV 2 wir brauchen nochmal schärfere Bilder von dem Fass und der Kennzeichnung,O B I O O O O O O O O O O O
403,Sie zerbrechen die Deckel mit der Holzaxt,B O O O O O O
1108,dein Auftrag ist an diesem Raum vorbei wo der Operator 1 drin ist und da ab da weiter zu suchen nach Menschen,O O O O O O O O O O O O O O O O O O O O O O
1819,Bereitstellungsraum für die vorgehenden Trupps fünf Meter vor dem Löschfahrzeug,O O O O O O O O O O
1722,ihr setzt die Erkundung in östlicher Richtung weiter fort,B O O O O O O O O
897,neuer Auftrag lautet Suchen von Leckagen von Undichtigkeiten und Chemikalien,O O O O O O O O O O
861,absuchen der Fläche vielleicht finden wir die Person dort mit dem Wärmebild,O O O O O O O O O O O O
1197,ja bleib mal da wo du jetzt bist,O O O O O B O O
1117,und guckst ob du von dort aus noch Personen erkennen kannst,O O O O O O O O O O O
448,Zum Transport der Verletzten hinter dem Gabelstepler,O O O O O O O
1043,schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist,O O O O O O O O O O
2472,ein stückchen näher ran,O O O O
434,Die Aufgabe für Sie   zur Sicherstellung des zweiten in der Bauordnung geforderten Rettungswegs mit der Drehleiter,O O O B O O O O O O O O O O O O O O
383,Wassertrupp erzeugt mit dem Zumischer den Löschschaum,B O O O O O O
1177,wenn du jetzt startest den Hochofen der von euch weiter weg ist   von dort aus hätte ich gerne Bilder aus der Mitte zwischen den Hochöfen,O B O O O O O O O O O O O O O O O O O O O O O O O O O
455,Drohnenoperator zur Personensuche mit UAV in die Halle über die rechte Seite vor,B O O O O O O O O O O O O
2108,Kannst du mal abschätzen wie weit du bis jetzt gefahren bist,O B O O O O O O O O O
2283,Kannst du dich in die Richtung zurückbegeben und da mal nachgucken,O B O O O O O O O O O
430,UGV Operator erkundet den Gefahrenbereich im zweiten Stock,B I O O O O O O
2206,Dass du dass du mal ein Foto machst du auf Höhe von ASA 310,O B O O O O O O O O O O O O
356,Den obersten Schlauch am Verteiler ankuppeln und mit dem Schlauchtragekorb in das Gebäude vorgehen,O O O O O O O O O O O O O O
1873,ebenfalls Ihr Auftrag vom Westen her Richtung Osten die Einsatzstelle anfahren mir Ihrem UGV und Kontrolle ob Menschen zu erkennen sind beziehungsweise ob irgend ein Schadensereignis zu erkennen ist,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1843,wie besprochen Gebiet erkunden rund um die beiden Hochöfen vermutlich Explosion oder irgendwas mit Chemikalien,O O O O O O O O O O O O O O O
398,Der Trupp leuchtet den Gefahrenbereich mit dem Flutlichtstrahler,B I O O O O O O
2205,Dann bitte erneut starten und dann in östlicher Richtung erst mal fliegen,O O O O O O O O O O O O
1447,ja startet mal und fliegt ja startet erst mal,O O O O O O O O O
1391,In erster Linie suchen wir nach Verletzten,O O O O B O O
484,Operator Boden 1 fahren Sie nach links,B I I O O O O
370,Maschinist zur Unterstützung beim Aufbau der Wasserversorgung vor,B O O O O O O O
382,Angriffstrupp zur Brandbekämpfung mit dem Schaumstrahlrohr vor,B O O O O O O
445,D3 geht Richtung Osten,B O O O
2188,Guck dir das mal genauer an bitte wenn du da hochkommst,O O O O O O O O B O O
1428,Das ist verstanden dann folgen Sie den UGV 2,O O O O O B O O O
387,Wassertrupp zur Löschwasserentnahme durch Saugbetrieb vor,B O O O O O
2302,Kannst du ein Foto machen,O B O O O
410,Sie trennen die Türpfosten am Fahrzeug mit dem Schneidgerät,B O O O O O O O O
1243,mehr Richtung Hochofen einmal schauen,O O O O O
367,Gerätebereitstellung an der Absperrgrenze,O O O O
369,Maschinist stellt die Geräte bereit,B O O O O
1138,Lena dann flieg mal mit deinem Fluggerät da weiter ja weiter nach rechts würde ich jetzt erst mal sagen was immer auch rechts sein mag so wie du jetzt guckst quasi in deiner Position in Richtung deiner Position,B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2060,Wenn ihr gleich vorgeht bitte meldet mir die üblichen Gefahren an der Einsatzstelle Feuer Opfer,O B O O O O O O O O O O O O O
2159,Du machst mir jetzt ein Foto dann gucken wir,B O O O O O O O O
396,Angriffstrupp zum Herunterreißen von Decken mit dem Einreißhaken,B O O O O O O O
2325,UAV dann bitte starten Live Monitoring guck mal ob du da weitere Rauchentwicklungen finden kannst,B O O O O O O O O B O O O O O
2221,Dein Einsatzauftrag trotzdem setz den Arm ein und nimm die Probe auf,O O O O O O O O O O O O
2359,Ja dann versuch vorsichtig zurückzukommen,O O O O O
1822,Angriffstrupp zur Personenrettung unter PA mit erster Rohr in die dritte Etage über das Treppenhaus vor,B O O O O O O O O O O O O O O O
458,D 3 zum Transport in die Halle vor,B I O O O O O O
426,D2 unterstützt Schlauchtrupp beim Menschenrettung,B O O O O
