id,tokens,tags
1573,schickst du mir noch mal ein aktuelles Foto euren Standortes,O O O O O O O O O O
417,Der Trupp ist zum Transporteren von Verletzten mit der Schaufeltrage vor,O O O O O O O B I I O
1914,bitte darauf achten eine Bezeichnung auf dem Kanister zu erkennen,O O O O O O O O O O
1823,Einsatzausrüstung für den Brandeinsatz,O O O O
454,D 4 zur Erkundung mit Infrarotkamera ins Gebäude durch das Tor vor,O O O O B I O O O O O O
410,Sie trennen die Türpfosten am Fahrzeug mit dem Schneidgerät,O O O O O O B I I
1141,flieg mal mit der Drohne genau in die andere Richtung,O O B I I O O O O O
358,Mit dem Schlauchhaspel den Verbindungsschlauch von der Pumpe zur Beregnungsmaschine verlegen,B I I O O O O O O O O
2561,Für sie ist der Erkundungsauftrag beendet kommen,O O O O O O O
446,D5 fliegt über die Straße und macht Fotos von linker Seite,O O O O O O O O O O O
831,benötige Luftbild mit möglichst der leblosen Person die auf dem Wärmescan den ich hier habe zu sehen ist,O O O O O O O O O O O O O O O O O O
35,mach mal ein Foto,O O O O
1234,starten Sie Ihre Roboter zur Erkundung der Area ist eine unklare Sache wir wissen noch nicht genau was da passiert ist,O O B I O O O O O O O O O O O O O O O O O
1041,folgenden Auftrag den gleichen Weg nehmen wie Operator 1,O O O O O O O O O
383,Wassertrupp erzeugt mit dem Zumischer den Löschschaum,O O B I I O O
491,UAV bitte eine Gesamtübersicht von dem zentralen Gebäude,O O O O O O O O
406,Sie schneiden Holz mit der Motorkettensäge,O O O B I I
609,der Einsatz Auftrag ist unverändert Erkundung nach Personen,O O O O O O O O
1822,Angriffstrupp zur Personenrettung unter PA mit erster Rohr in die dritte Etage über das Treppenhaus vor,O O O O O B I I O O O O O O O O
95,ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich,O O O O O O O O O O O O
367,Gerätebereitstellung an der Absperrgrenze,O O O O
1098,dann bitte weiter suchen,O O O O
1517,kannst du mir ein Bild schicken,O O O O O O
812,schauen Sie mal im Umkreis ob dort Rettungskräfte sich bewegen kommen,O O O O O O O O O O O
2134,Und dann weiter vorgehen,O O O O
1138,Lena dann flieg mal mit deinem Fluggerät da weiter ja weiter nach rechts würde ich jetzt erst mal sagen was immer auch rechts sein mag so wie du jetzt guckst quasi in deiner Position in Richtung deiner Position,O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
451,Trupp zum Brandlöschen über die Wiese vor,O O O O O O O
2603,Bitte ich sehe das bild vom D5 im Lagebildsystem bitte einmal die Gasse komplett durch es soll wohl noch Rauch aus den Schächten an der Seite kommen kommen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2567,Für sie Erkundungsauftrag Panoramabild der gesammten Lagerhalle kommen,O O O O O O O O
1042,Auftrag ist Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,O O O O O O O O
1908,mach mal ein Foto davon,O O O O O
421,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,O O O B I O O O O O O O
314,kann man von oben vielleicht mir ein Foto schicken,O O O O O O O O O
1030,Lena jetzt sag mir mal genau den Standort dieser Person,O O O O O O O O O O
1864,ja beide Bilder in Infrarot ebenfalls,O O O B I O
431,Trupp zum Brandlöschen mit dem B Rohr vor,O O O B I I I O
404,Für Sie Auftrag die Metallstäben mit dem Bolzenschneider trennen,O O O O O B I I O
453,Gruppenführer Erkundung mit dem D fünf im Inneren der Halle,O O B I I I O O O O
1271,ja wenns geht näher ranfahren zum Lokalisieren wo dieser Rauch entsteht und Foto machen und mir senden,O O O O O O O O O O O O O O O O O
1428,Das ist verstanden dann folgen Sie den UGV 2,O O O O O O O O O
2686,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,O O O O O O O O O O O
393,Wassertrupp bedient den Feuerlöscher,O O O O
2633,Das ist verstanden dann für sie neuer Erkungnsauftrag in die Halle einfahren und den D2 durch eine Bildübertragung unterstützen kommen,O O O O O O O O O O O O O O O O O O O O
2339,Halt deine Position,O O O
478,Boden 1 nach rechts,O O O O
2217,Bleib mal gerade an der Position wir starten dich noch gerade neu,O O O O O O O O O O O O
47,kommst du näher an das blaue Fass dass wir eine Erkennung haben,O O O O O O O O O O O O
452,Angrifftrupp tritt über das Haupttor ein,O O O O O O
482,wenn Sie einsatzbereit sind lautet der Einsatzauftrag bitte geben Sie mir einen Gesamtüberblick aus der Luft suchen Sie nach möglichen Rauchentwicklungen konzentrieren Sie sich besonders auf den Bereich zwischen den beiden Hochöfen beziehungsweise am linken Hochofen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2076,Einsatzauftrag du fährst den langen Gang entlang ich gehe mal davon aus dass es am südlichen Wand der Halle ist und bleibst bitte auf der Ebene,O O O O O O O O O O O O O O O O O O O O O O O O O O
232,ja dann werden wir jetzt fliegen und versuchen Bilder vor der Unfallstelle aufzunehmen,O O O O O O O O O O O O O
818,folgenden Auftrag an Roboter 2 suchen Sie den Standort des Roboters 1,O O O O O O O O O O O O
1374,Sollten dabei Verletzte oder chemische Substanzen gesichtet werden ebenfalls bitte melden und auf der Karte markieren,O O O O O O O O O O O O O O O O
2457,Für sie bitte die inbetriebnahme der Roboter D3 und D5 kommen,O O O O O O O O O O O
369,Maschinist stellt die Geräte bereit,O O O O O
438,D drei öffnet die Tür mit dem Plasmaschneider,O O O O O B I I
1383,Für Sie Auftrag Sie sind mit Messgeräten zur Gasmessung ausgestattet alle 15 Minuten die Gaskonzentration messen,O O O O O B I O O O O O O O O O
397,Der Trupp leuchtet den Gefahrenbereich mit dem Handscheinwerfer,O O O O O B I I
361,Angrifftrupp und Wassertrupp zur Brandbekämpfung jeweils mit einem C Rohr in das zweite Obergeschoss über den Treppenraum vor,O O O O O O B I I I O O O O O O O O
1653,ja reicht mir erst mal aus setz die Erkundung fort,O O O O O O O O O O
1742,ja ihr hattet doch eben zwei Fässer ausgemacht von oben könnt ihr den UGV 2 dorthin lotsen,O O O O O O O O O O O O O O O O O
665,vorrängig weiter Personen suchen,O O O O
427,D3 fährt in die Halle rein,O O O O O O
1596,schickst du mir dann auch von da mal ein Foto,O O O O O O O O O O
1817,Angriffstrupp und Schlauchtrupp bauen Geräteablage auf,O O O O O O
2043,ja UGV 2 wir brauchen nochmal schärfere Bilder von dem Fass und der Kennzeichnung,O O O O O O O O O O O O O O
523,einmal ein Foto machen,O O O O
370,Maschinist zur Unterstützung beim Aufbau der Wasserversorgung vor,O O O O O O O O
1751,ja schickst du mir mal ein Foto,O O O O O O O
860,nächster Auftrag weitere Personensuche,O O O O
835,Auftrag lautet aus der Luft versuchen den Roboter 1 zu finden und dann abzufotografieren,O O O O O O O O O O O O O O
422,Angriffstrupp zur Menschenrettung mit Pressluftatmern und 1 Rohr ins Wohnzimmer durch den Hauseingang vor,O O O B I I I I O O O O O O
449,Sie gehen ins Gebäude durch den Vordereingang,O O O O O O O
359,Mit dem Schlauchhaspel den Verbindungsschlauch vom Hydrant zur Beregnungsmaschine verlegen,B I I O O O O O O O
1868,ja Ihr Auftrag ist in das Objekt reinzufahren und den Schadensort zu scannen zu bebildern,O O O O O O O O O O O O O O O
964,dort mit dem Roboter hinfahren und mit der Menschensuche beginnen,O B I I O O O O O O
1713,ja dann tausch das Akku nochmal aus und flieg die Strecke nochmal ab,O O O O O O O O O O O O O
992,Operator 1 schickst du mir das nochmal rüber ich habe nichts gekriegt hier,O O O O O O O O O O O O O
2442,Die Einsatzstelle wurde begangen Wir haben einen Gefahrstoffunfall in einem Lager Für sie erkundungsauftrag außerhalb der Halle danach bei mir melden kommen,O O O O O O O O O O O O O O O O O O O O O O
652,baldmöglich erstes Bildmaterial senden,O O O O
845,neuer Auftrag Personsuche aus der Luft mittels Wärmebildkamera kommen,O O O O O O B I O
84,UGV 1 damit warten,O O O O
436,D fünf macht Bilder mit der Thermalkamera,O O O O B I I
884,jetzt gilt der Auftrag auslaufende Chemikalien und Gefahrstoffe zu finden und zu orten,O O O O O O O O O O O O O
420,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,O O O B I O O O O O O O
1078,neuer Auftrag ist Akku tauschen damit die Drohne wieder fliegen kann,O O O O O O O O O O O
1481,bleibt mal auf der Ebene und fahrt weiter in westlicher Richtung und erkundet dort,O O O O O O O O O O O O O O
365,Wassertrupp mit Verteiler Gefahrenbereich markieren,O B I O O
2612,Ja für sie Unterstützung durch Bildübertragung des D2 bei der Fassversiegelung kommen,O O O O O O O B O O O O
334,ja schick ich jetzt den Angriff dorthin zum Lesen aber wenn du direkt vorbeikommst dann mach nur ein näheres Foto als Nachweis,O O O O O O O O O O O O O O O O O O O O O O
1455,bewegt ihr euch mal in südlicher Richtung und sucht das Gelände mal nach gefährlichen Stoffen ab kommen,O O O O O O O O O O O O O O O O O
1128,das gleiche Bild was du jetzt gemacht hast da in die Mitte reinzoomen da wo die Rauchentwicklung ist,O O O O O O O O O O O O O O O O O O
596,Andreas und Daniel könnt ihr mir beide jeweils schon mal ein Foto von eurem aktuellen Standort senden,O O O O O O O O O O O O O O O O O
424,Drohnenoperator erkundet den Gefahrenbereich und macht die Bilder,O O O O O O O O
943,unsere Aufgabe ist es halt Menschenrettung,O O O O O O
608,den Suchbeginn bitte mitteilen,O O O O
384,Wassertrupp zum Kuppeln von Saugleitung vor,O O O O O O
1116,ich möchte mal dass du mit der   mit der Drohne jetzt weiter fliegst zum anderen Hochofen quasi von der anderen Seite der Einsatzstelle aus Fotos machst,O O O O O O O O O B I I O O O O O O O O O O O O O O O O
396,Angriffstrupp zum Herunterreißen von Decken mit dem Einreißhaken,O O O O O B I I
1843,wie besprochen Gebiet erkunden rund um die beiden Hochöfen vermutlich Explosion oder irgendwas mit Chemikalien,O O O O O O O O O O O O O O O
456,Drohnenoperator zur Personensuche mit WHS vor,O O O B I O
2475,Für sie WHS Rückzug aus der Lagerhalle erkundungsauftrag beendet kommen,O O O O O O O O O O
2482,Für sie Auftrag es wird eine manipulation vorbereitet mit dem D2 kommen,O O O O O O O O B I I O
953,ja ich hätte gerne dass du mit dem Vogel da einmal über die Hochöfen fliegst nen Rundflug machstguckst ob du da irgendwelche Personen entdecken kannst,O O O O O O B I I O O O O O O O O O O O O O O O O
990,Operator 1 schickst du mir die Bilder auch einmal rüber die du gemacht hast,O O O O O O O O O O O O O O
62,melden wenn Einsatzbereitschaft gegeben,O O O O
2335,Okay konntest du denn eine Probenahme beenden,O O O O O O O
2148,Unser Auftrag Gasquelle lokalisieren,O O O O
425,D1 macht erkundet weiter und sendet die Fotos der Halle,O O O O O O O O O O
429,D5 fährt zur Unterstützung des Angriffstrupps,O O O O O O
2118,Kannst du mir mal grob deine Position auf der Karte durchgeben,O O O O O O O O O O O
459,D5 macht den Überblick und die Fotos im inneren Bereich,O O O O O O O O O O
2285,Wenns geht fährst du nicht den Weg zurück den du gekommen bist sondern eben erst mal Richtung Süden von Darmstadt aus und dann wieder Richtung Richtung Startpunkt sozusagen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
