id,tokens,tags
373,Angriffstrupp zum Abdichten des Gefahrenbereiches vor,O O O O O O
478,Boden 1 nach rechts,O O O O
126,dann Erkundung zweiter Obergeschoss,O O B I
1190,ich hab im Moment keinen Roboter einsatzbereit kannst du gucken ob du dieses Fass findest und entsprechende Bilder machst,O O O O O O O O O O O O O O O O O O O
367,Gerätebereitstellung an der Absperrgrenze,O B I I
2680,Ja das ist verstanen auch für sie zur Information der D2 hat seinen Auftrag erledigt für sie auch bitte die Drohne in der Nähe des Gefahrenbereiches an der Grenze absetzen kommen,O O O O O O O O O O O O O O O O O O O O O B I I I I I I I O O
990,Operator 1 schickst du mir die Bilder auch einmal rüber die du gemacht hast,O O O O O O O O O O O O O O
2573,Für sie auch Erkundungsauftrag mit dem D5 an der linken Flanke außerhalb der Lagerhalle Erkundung kommen,O O O O O O O B I I I I I I O O
1201,fahr zu dem grünen Fass und erkunde um dieses grüne Fass herum warum es da raucht,O B I I I O O O O O O O O O O O
2442,Die Einsatzstelle wurde begangen Wir haben einen Gefahrstoffunfall in einem Lager Für sie erkundungsauftrag außerhalb der Halle danach bei mir melden kommen,O O O O O O O O O O O O O O B I I O O O O O
374,Maschinist zur Bedienung von Stromerzeuger und Ausleuchten der Einsatzstelle bei Nacht vor,O O O O O O O O O O O O
1819,Bereitstellungsraum für die vorgehenden Trupps fünf Meter vor dem Löschfahrzeug,O O O O O B I I I I
431,Trupp zum Brandlöschen mit dem B Rohr vor,O O O O O O O O
389,Wassertrupp zur Löschwasserentnahme durch Wandhydranten vor,O O O O O O
421,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,O O O O O B I I O O O O
1116,ich möchte mal dass du mit der   mit der Drohne jetzt weiter fliegst zum anderen Hochofen quasi von der anderen Seite der Einsatzstelle aus Fotos machst,O O O O O O O O O O O O O O O B I I O O O O O O O O O O
2686,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,O O O O O O O B I I O
363,Angriffstrupp mit der Schlauchbrücke zur Gefahrenquelle vor,O O O O B I O
357,Wassertrupp zur Schlauchhaspel,O O O
443,Wassertrupp mit dem Rohr zur Unterstützung des Angrifftrupps ins Keller,O O O O O O O O B I
368,Maschinist stellt die Pumpe bereit,O O O O O
355,alle bitte hier zum Treffpunkt ans Zelt kommen,O O O B I I I O
327,ja fahren Sie wieder zurück ins Untergeschoss,O O O O O B I
386,Schlauchtrupp zur Löschwasserentnahme über ein Saugschacht und ein Saugrohr vor,O O O O O O O O O O
419,D3 zur Erkundung mit Thermalkamera in die Lagerhalle durch das Tor vor,O O O O O B I I O O O O
452,Angrifftrupp tritt über das Haupttor ein,O O O O O O
427,D3 fährt in die Halle rein,O O B I I O
447,Schlauchtrupp öffnet die Tür hinter dem grünen Fass,O O O O B I I I
403,Sie zerbrechen die Deckel mit der Holzaxt,O O O O O O O
1822,Angriffstrupp zur Personenrettung unter PA mit erster Rohr in die dritte Etage über das Treppenhaus vor,O O O O O O O O B I I I O O O O
361,Angrifftrupp und Wassertrupp zur Brandbekämpfung jeweils mit einem C Rohr in das zweite Obergeschoss über den Treppenraum vor,O O O O O O O O O O B I I I O O O O
1523,ja dann fahrt mal hoch und erkundet da weiter,O O O O B O O O O
426,D2 unterstützt Schlauchtrupp beim Menschenrettung,O O O O O
387,Wassertrupp zur Löschwasserentnahme durch Saugbetrieb vor,O O O O O O
399,Sie heben den Deckel mit dem Hebebaum,O O O O O O O
1547,ja fahrt da mal rein,O O O O B
488,Operator Boden 2 ein Foto senden,O O O O O O
383,Wassertrupp erzeugt mit dem Zumischer den Löschschaum,O O O O O O O
2515,Der D3 fährt zum Objekt vor der D2 ist schon dort stellt das Überfass bereit kommen,O O O B I O O O O O O O O O O O
450,Sie bewegen sich zum Fenster auf der rechten Seite,O O O B I I I I I
436,D fünf macht Bilder mit der Thermalkamera,O O O O O O O
1197,ja bleib mal da wo du jetzt bist,O O O O O O O O
982,du sollst zur Rauchentwicklung fahren,O O B I O
1455,bewegt ihr euch mal in südlicher Richtung und sucht das Gelände mal nach gefährlichen Stoffen ab kommen,O O O O O O O O O O O O O O O O O
382,Angriffstrupp zur Brandbekämpfung mit dem Schaumstrahlrohr vor,O O O O O O O
30,hast du eine Möglichkeit dass Fass näher zu identifizieren was da drin ist,O O O O O O O O O O O O O
953,ja ich hätte gerne dass du mit dem Vogel da einmal über die Hochöfen fliegst nen Rundflug machstguckst ob du da irgendwelche Personen entdecken kannst,O O O O O O O O O O O O O O O O O O O O O O O O O
390,Schlauchtrupp zur Löschwasserentnahme durch Unterflurhydrant vor,O O O O O O
425,D1 macht erkundet weiter und sendet die Fotos der Halle,O O O O O O O O O O
441,D3 fährt innen in die Lagerhalle,O O B I I I
376,Wassertrupp sichert die Einsatzstelle gegenüber dem Verkehr,O O O O O O O
2171,Und jetzt fahrt ihr beide hintereinander her zum Punkt ASA 325   352 danke,O O O O O O B I I I I I I I O
366,Wassertrupp Löschangriff mit Wasser Schaum und Pulver aufbauen,O O O O O O O O
405,Trupp trennt die Zäunen mit dem Bolzenschneider,O O O O O O O
432,Angrifftrupp zum Löschen mit dem C Rohr vor,O O O O O O O O
392,Wassertrupp spritzt das Gebiet mit Wasser mit der Kübelspritze,O O O O O O O O O
1742,ja ihr hattet doch eben zwei Fässer ausgemacht von oben könnt ihr den UGV 2 dorthin lotsen,O O O O O O O O O O O O O O O B O
2633,Das ist verstanden dann für sie neuer Erkungnsauftrag in die Halle einfahren und den D2 durch eine Bildübertragung unterstützen kommen,O O O O O O O O B I I O O O O O O O O O
1820,Angriffstrupp und Wassertrupp rüsten sich mit Form 1 und Atemschutz aus und gehen in den Bereitstellungsraum,O O O O O O O O O O O O O B I I
1383,Für Sie Auftrag Sie sind mit Messgeräten zur Gasmessung ausgestattet alle 15 Minuten die Gaskonzentration messen,O O O O O O O O O O O O O O O O
360,Wassertrupp mit dem Rollschlauch zur Brandbekämpfung vor,O O O O O O O
455,Drohnenoperator zur Personensuche mit UAV in die Halle über die rechte Seite vor,O O O O O B I I O O O O O
420,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,O O O O O B I I O O O O
1391,In erster Linie suchen wir nach Verletzten,O O O O O O O
47,kommst du näher an das blaue Fass dass wir eine Erkennung haben,O O O O O O O O O O O O
1207,die Roboter sollen alle zurückfahren und dann treffen wir uns hier,O O O O O O O O O O B
356,Den obersten Schlauch am Verteiler ankuppeln und mit dem Schlauchtragekorb in das Gebäude vorgehen,O O O O O O O O O O B I I O
358,Mit dem Schlauchhaspel den Verbindungsschlauch von der Pumpe zur Beregnungsmaschine verlegen,O O O O O O O O B I O
433,Für sie Aufgabe Feuerlöschen mit D Rohr im Keller,O O O O O O O B I
422,Angriffstrupp zur Menschenrettung mit Pressluftatmern und 1 Rohr ins Wohnzimmer durch den Hauseingang vor,O O O O O O O O B I O O O O
1843,wie besprochen Gebiet erkunden rund um die beiden Hochöfen vermutlich Explosion oder irgendwas mit Chemikalien,O O O O B I I I I O O O O O O
