UAV	wir tauschen jetzt den Akku und fliegen dann nochmal aus einer anderen Richtung an	Information_geben
UAV	au- aus	Sonstiges
TL	ja, verstanden	Information_geben
UGV-1	ja, Einsatzleiter von UGV 1, kommen	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	ja, wir stehen hier wohl auf einer Rampe, ich kann nämlich genau sagen wo die ist	Information_geben
UGV-1	wir hätten die Möglichkeit, von hier aus in den Komplex reinzufahren und dort innen zu erkunden	Information_geben
TL	ja, fahr mal rein	Zusage
UGV-1	ja, verstanden	Information_geben
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	fahrt ihr runter oder fahrt ihr auch über diese Rampe?	Information_nachfragen
UGV-2	also, aktuell stehe ich noch an dem flachen Bereich der Rampe	Information_geben
TL	kannst du mir ein Bild schicken?	Einsatzbefehl
UGV-2	ja, kommt sofort	Zusage
UGV-1	Einsatzleiter von UGV 1, kommen	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	habe den westlichen Hallenteil bis zum Ende jetzt erkundet, keine weiteren Erkenntnisse	Information_geben
UGV-1	ich hätte jetzt die Möglichkeit, auch in die erste Ebene hochzufahren	Information_geben
TL	ja, dann fahrt mal hoch und erkundet da weiter	Zusage
UGV-1	ja, ist verstanden	Information_geben
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
UAV	U- UAV	Sonstiges
TL	ich höre	Kontakt_Bestaetigung
UAV	also, ich kann auch hier keine Glutnester erkennen	Information_geben
TL	ja, verstanden	Information_geben
TL	ihr seid also jetzt den eigentlichen Hochofenbereich abgeflogen, komplett, ja?	Information_nachfragen
UAV	ja, wir gucken jetzt gerade aus nördlicher Richtung, oder auf den Hochofen, ja	Zusage
TL	Rauchentwicklung ist von dort aus auch nicht zu sehen?	Information_nachfragen
UAV	ja	Zusage
UAV	ich guck mal gleich wieder	Information_geben
UGV-2	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	du hattest mir gerade das Bild geschickt, ja?	Information_nachfragen
UGV-2	ja	Zusage
UGV-2	ist schon etwas länger her	Information_geben
UGV-2	wir haben massive Probleme mit der Steuerung	Information_geben
UGV-2	ja, da haben wir es gerade ein bisschen schwierig	Information_geben
UGV-2	ich schick noch mal ein aktuelles Foto von dem Eingang, vor dem ich jetzt stehe	Information_geben
TL	ja, verstanden	Information_geben
UGV-2	Einsatzleiter von UGV 2, kommen	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-2	das Bild ist geteilt	Information_geben
TL	ja, ist bei mir angekommen	Information_geben
UGV-2	Frage: sollen wir da jetzt reinfahren?	Information_nachfragen
TL	warte, ich muss eben erst gucken	Sonstiges
TL	ja, fahrt da mal rein	Zusage
UGV-2	ja, verstanden	Information_geben
UGV-2	das müsste irgendwo im westlichen Bereich sein	Information_geben
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UAV	ich hab dir ein Bild geschickt, was den Hochofen aus nördlicher Richtung zeigt	Information_geben
UAV	ich kann keine Rauchentwicklung erkennen	Information_geben
TL	ja, verstanden	Information_geben
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UAV	also, wir haben jetzt doch eine leichte Rauchentwicklung auf der nördlichen Seite des Gebäudes	Information_geben
UAV	ich schicke dir ein Bild	Information_geben
UGV-1	Einsatzleiter von UAV 1	Kontakt_Anfrage
TL	höre	Kontakt_Bestaetigung
UGV-1	ich korrigiere - UGV 1	Sonstiges
TL	ja, kommen Sie	Kontakt_Bestaetigung
UGV-1	ja, ich stehe jetzt am Fuß der Rampe	Information_geben
UGV-1	hab dir ein Bild geschickt	Information_geben
UGV-1	kannst du mal was gucken, ob da was Interessantes ist	Information_geben
TL	ja danke	Zusage
UGV-1	zur Info, das ist der Blick in östlicher Richtung	Information_geben
TL	UAV von Einsatzleiter	Kontakt_Anfrage
UAV	ich hör' dich	Kontakt_Bestaetigung
TL	wenn ich das richtig sehe, kommt der Rauch am rechten Behälter Blickrichtung Süd raus	Information_geben
TL	könnt ihr da auch was ausmachen in Form von Wärmestrahlung?	Einsatzbefehl
UAV	ja wir schalten gerade um, ich komme gleich wieder mit neuen Infos	Zusage
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	schickst du mir noch mal ein aktuelles Foto euren Standortes?	Einsatzbefehl
UGV-2	ja, ich schick dir gleich ein Bild von UGV 1, wenn er an mir vorbei fährt	Zusage
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UAV	ich hab dir ein Bild von der Wärmebild-Kamera geschickt	Information_geben
UAV	unterhalb des Tankes ist Fleck, der auffällig ist, und recht oben am Tank	Information_geben
UAV	guckst du mal?	Information_geben
TL	ja, mache ich	Zusage
UGV-2	Einsatzleiter von UGV 2, kommen	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-2	ja, ich habe nochmal ein Foto gezeigt	Information_geben
UGV-2	UGV 1 ist gerade an uns vorbei gefahren	Information_geben
UGV-2	sollen wir versuchen, uns anzuschließen?	Information_nachfragen
UGV-2	abz- anzuschließen	Sonstiges
TL	ja, macht ihr mal	Zusage
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	höre	Kontakt_Bestaetigung
UAV	wir müssen gleich nochmal den Akku tauschen	Information_geben
UAV	hast du danach noch einen Auftrag für uns?	Information_nachfragen
TL	ja, landet erst mal, ihr kriegt einen neuen Auftrag	Zusage
UAV	ja, ist verstanden	Information_geben
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	du sprachst eben von einer anderen Ebene habt ihr die schon erreicht?	Information_nachfragen
UGV-2	wir haben aktuell immer noch Probleme mit der Steuerung	Absage
UGV-1	UGV 1 erreicht gerade die erste Ebene	Zusage
TL	das ist verstanden	Information_geben
TL	schickst du mir dann auch von da mal ein Foto?	Einsatzbefehl
UGV-1	ja, das ist verstanden	Zusage
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UAV	wir wären wieder startklar, wenn du was neues für uns hast?	Information_geben
TL	ja, ich melde mich gleich bei euch	Information_geben
UGV-1	Einsatzleiter von UGV 1	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	Foto ist erstellt und geteilt	Information_geben
UGV-1	man sieht die Rauchentwicklung und einen Behälter, das ist Blickrichtung Ost	Information_geben
TL	könnt ihr mir Näheres zu dem Behälter geben?	Information_nachfragen
UGV-1	ich fahr mal näher ran und erkunde	Information_geben
TL	ja, verstanden	Information_geben
TL	UGV 1 von Einsatzleiter	Kontakt_Anfrage
UGV-1	UGV 1 hört	Kontakt_Bestaetigung
TL	das Bild mit dem Behälter war in östlicher Richtung, war's korrekt?	Information_nachfragen
UGV-1	das ist korrekt	Zusage
UGV-1	ich schicke dir auch gleich nochmal ein Bild mit der Thermal-Kamera	Information_geben
TL	ja, verstanden	Zusage
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UAV	ja, wir haben uns gerade die Bilder noch einmal angeguckt	Information_geben
UAV	da könnte nochmal was sein	Information_geben
UAV	wir steigen nochmal auf und gucken uns das nochmal an	Information_geben
TL	ja, insbesondere was die Wärmeentwicklung geht anbetrifft	Einsatzbefehl
TL	da konnte man nicht viel erkennen	Information_geben
UAV	ja, ich versuch, dir nochmal ein besseres Bild zu liefern	Zusage
TL	ja, verstanden	Information_geben
UGV-1	Einsatzleiter von UGV 1	Kontakt_Anfrage
TL	höre	Kontakt_Bestaetigung
UGV-1	schicke dir nochmal ein Bild	Information_geben
UGV-1	wir haben hier einen Gefahrenzettel auf dem Behälter	Information_geben
TL	ja, verstanden	Information_geben
UGV-2	Einsatzleiter von UGV 2	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-2	ja, wir haben mittlerweile die Kontrolle gewonnen und sind jetzt auch bei UGV 1	Information_geben
UGV-2	ich hab auch nochmal ein Bild geschickt	Information_geben
TL	UGV 1 von Einsatzleiter	Kontakt_Anfrage
TL	UGV 1 von Einsatzleiter	Kontakt_Anfrage
UGV-1	UGV 1 hört	Kontakt_Bestaetigung
TL	Frage: könnt ihr den Behälter mal von einer anderen Seite anfahren und erkunden, ob er noch verschlossen ist, oder ob da irgendwas austritt?	Einsatzbefehl
UGV-1	ja, positiv, wird gemacht	Zusage
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UAV	wir haben auf der Rückseite - also aus nördlicher Sicht an der Rauchentwicklung ein Objekt festgestellt, wir können keine Gefahrstoff-Kennzeichnung erkennen	Information_geben
UAV	ich hab dir jetzt zwei Bilder geschickt, eine Detailaufnahme	Information_geben
TL	ja	Information_geben
TL	ich schau mal rein	Information_geben
UGV-1	Einsatzleiter von UGV 1	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	der Behälter scheint leer zu sein, ich hab dir ein Bild geschickt	Information_geben
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ja, ich höre	Kontakt_Bestaetigung
UAV	ich hab dir - oder ich schick dir gleich nochmal ein Bild rüber, du siehst auf der Rückseite definitiv zwei Orte, wo sich noch Glutnester befinden	Information_geben
TL	ja, verstanden	Zusage
UAV	der eine Ort, das sind zwei kleine Stellen, das ist unter dem Fass, was ich gerade schon mal geschickt habe, und rechts davon siehst du auch da im Bild sehr deutlich, 'ne Wärmesignatur, die etwas größer ist	Information_geben
TL	ja, verstanden	Information_geben
UGV-1	Einsatzleiter von UGV 1	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	reichen dir die Bilder?	Information_nachfragen
UGV-1	dann würde ich die Erkundung auf dieser Ebene weiter fortsetzen	Information_geben
TL	ja, reicht mir erst mal aus	Zusage
TL	setz die Erkundung fort	Zusage
UGV-2	Einsatzleiter von UGV 2, kommen	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-2	ja, kriegen wir auch noch einen Auftrag?	Information_nachfragen
TL	ja	Zusage
TL	ich komme sofort wieder	Sonstiges
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	seht ihr die drei Hochbehälter?	Information_nachfragen
UGV-2	negativ	Absage
UGV-2	aber ich sehe gerade Rauchentwicklung von hier aus	Information_geben
UGV-2	soll ich mal ein Foto machen?	Information_geben
UGV-1	Einsatzleiter von UGV 1	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	ich habe jetzt hinter dem ersten Hochofen in östlicher Richtung einen weiteren Behälter gefunden	Information_geben
TL	ja, schickst du mir nochmal ein Bild?	Einsatzbefehl
UGV-1	ja, ist verstanden	Zusage
UGV-1	wir haben auch jetzt hier erhöhte Rauchentwicklung	Information_geben
TL	ja, verstanden	Information_geben
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UAV	ich hab dir doch noch ein Bild geschickt in Infrarot	Information_geben
UAV	und zwar sind an dem Objekt - an dem Tank selber unten links ist 'ne Wärmesignatur, möglicherweise oben am Tank rechte Seite und rechts des Tankes	Information_geben
UAV	- an der - an dem Tank	Sonstiges
TL	ja, verstanden	Information_geben
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	Frage: wo ist jetzt euer Standort?	Information_nachfragen
UGV-2	wir sind noch in der Nähe von dem ersten Behälter, der von UGV 1 untersucht wurde	Information_geben
TL	dann bewegt ihr euch einmal in östlicher Richtung?	Information_nachfragen
UGV-2	dafür müsstest du mal sagen, wo wir ungefähr sind	Information_nachfragen
UGV-2	weil das können wir selber klar nicht feststellen	Information_geben
UGV-1	Einsatzleiter von UGV 1	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	ja, ich bin ein bisschen näher an den gefundenen - an den zweiten gefundenen Behälter rangefahren	Information_geben
UGV-1	scheint keine Flüssigkeit auszutreten, und Gefahrenzettel oder andere Signaturen sind auch nicht zu sehen	Information_geben
UGV-1	Si- andere Signaturen	Sonstiges
TL	ja, verstanden	Information_geben
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	schick mir mal ein Foto, wo ihr steht, damit ich ein bisschen zuordnen kann	Einsatzbefehl
UGV-2	ja	Zusage
UGV-2	Einsatzleiter von UGV 2	Kontakt_Anfrage
TL	ja	Kontakt_Bestaetigung
UGV-2	ja, Foto ist geteilt	Information_geben
UGV-1	Einsatzleiter von UGV 1	Kontakt_Anfrage
TL	ja, ich höre	Kontakt_Bestaetigung
UGV-1	ja, ich hab nochmal 'ne Nahaufnahme von dem Fass und 'ne Wärmesignatur von dem Fass geschickt	Information_geben
UGV-1	scheint so, als läge das Fass auf dem Gefahrzettel oder ähnlich	Information_geben
UGV-1	ich bin drauf, ich versuch das mal zu rollen	Information_geben
TL	ja, verstanden	Information_geben
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	Frage: das Bild, das ich gerade bekommen hab' ist mit Blick auf zwei runden Öffnungen, ist das richtig?	Information_nachfragen
UGV-2	ja, das ist korrekt	Zusage
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	dann müsst ihr euch von da aus in östlicher Richtung bewegen	Einsatzbefehl
UGV-2	ja	Zusage
UGV-2	wie ist da meine Blickrichtung auf dem Bild?	Information_nachfragen
TL	schwenk mal nach rechts dann müsstet ihr eigentlich in die Halle reinblicken	Information_geben
UGV-2	ja, verstanden	Information_geben
UAV	Einsatzführer von UAV	Kontakt_Anfrage
TL	ja, ich höre	Kontakt_Bestaetigung
UAV	ich müsste erneut zurück wegen Akku Tausch	Information_geben
UAV	möglicherweise an dem Objekt sind noch mehrere Wärmequellen, ich kann's zur Zeit nicht genau sagen	Information_geben
TL	ja, dann tausch das Akku nochmal aus und flieg die Strecke nochmal ab	Einsatzbefehl
UAV	so machen wir das	Zusage
UGV-1	Einsatzleiter von UGV 1	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	ja, ich hab das Fass jetzt gedreht, man kann jetzt die Signatur des Fasses erkennen Gefahrzettel	Information_geben
UGV-1	schau dir das bitte mal an, beide Bilder sind geteilt	Information_geben
TL	ja, verstanden	Zusage
UGV-1	ich würde dann die Erkundung in östlicher Richtung auf dieser Ebene weiter fortsetzen	Information_geben
TL	ja, verstanden	Zusage
TL	ihr setzt die Erkundung in östlicher Richtung weiter fort	Zusage
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	Frage: wo ist euer Standort inzwischen?	Information_nachfragen
UGV-2	immer noch nicht klar	Information_geben
TL	UAV von Einsatzleiter	Kontakt_Anfrage
UAV	hier ist die UAV	Kontakt_Bestaetigung
TL	Frage: könnt ihr aus eurer Position den UGV 1 sehen?	Information_nachfragen
UAV	wir sind unterwegs und melden uns gleich nochmal	Sonstiges
TL	ja, dann könnt ihr direkt mal erkunden wie aus der Position, wo UGV eins sich momentan befindet, das andere Fass zu sehen war	Einsatzbefehl
	UGV zw- eins	Sonstiges
UAV	ja, ist verstanden	Zusage
UGV-1	UAV von UGV 1, kommen	Kontakt_Anfrage
UAV	hier ist UAV	Kontakt_Bestaetigung
UGV-1	ja, zur Info - ich müsste mich jetzt genau zwischen beiden Hochöfen befinden	Information_geben
UAV	hast du eine Ebene? auf welcher Ebene?	Information_nachfragen
UGV-1	ja, auf der ersten Ebene, zu den Rampen hin	Information_geben
UAV	ja, ich sehe dich	Information_geben
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ja, ich höre	Kontakt_Bestaetigung
UAV	ja, du hattest gerade noch mal einen Auftrag, kann du den mir wiederholen?	Information_nachfragen
TL	ja, ihr hattet doch eben zwei Fässer ausgemacht, von oben, könnt ihr den UGV 2 dorthin lotsen?	Information_nachfragen
UAV	ja, ist negativ	Absage
UAV	das zweite war eine Wärmesignatur, die ist genau in ähnlicher Position, wo sich das UAV gerade befindet – das erdgebundene Fahrzeug	Information_geben
UAV	das U- das erdgebundene	Sonstiges
TL	ja, das ist verstanden	Information_geben
TL	UGV 2 von Einsatzleiter	Kontakt_Anfrage
UGV-2	UGV 2 hört	Kontakt_Bestaetigung
TL	wie weit seid ihr?	Information_nachfragen
UGV-2	ja, ich bin jetzt wieder im Außenbereich	Information_geben
UGV-2	hier liegt ein grünes Fass, und es ist starke Rauchentwicklung zu erkennen	Information_geben
TL	ja, schickst du mir mal ein Foto?	Einsatzbefehl
UGV-2	ja, Foto kommt	Zusage
TL	UGV 1 von Einsatzleiter	Kontakt_Anfrage
UGV-1	UGV 1 hört	Kontakt_Bestaetigung
TL	die Rauchentwicklung, die das UAV gemeldet hat, könnt ihr da näher erkunden, inwiefern wir da noch mit Kräften vorgehen können?	Einsatzbefehl
UGV-1	ja, das kann ich machen	Zusage
UGV-1	ich breche dann die Erkundung in östlicher Richtung ab	Information_geben
TL	ja, verstanden	Information_geben
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	nähere mich der Rauchquelle	Information_geben
UAV	ich hab dir gerade noch mal ein Bild geteilt, und zwar ist genau in dem Fadenkreuz sichtbar, das sind zwei Punkte, die Wärme abstrahlen, da müsstest du nochmal nachgucken	Information_geben
TL	ja, das ist verstanden	Information_geben
UAV	da bewegt sich das erdgebundene Fahrzeug gerade darauf zu	Information_geben
UGV-2	Einsatzleiter von UGV 2, kommen	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-2	ja, ich hab jetzt nochmal zwei Bilder gemacht, einmal von der Rauchentwicklung und einmal von dem grünen Fass, was hier liegt	Information_geben
TL	ja, verstanden	Information_geben
UGV-2	und ich glaube, da kommt UGV 1 auch wieder angerollt	Information_geben
UGV-1	ja, das ist korrekt	Information_geben
UAV	UGV 1 von UAV 1	Kontakt_Anfrage
UGV-1	ich höre dich	Kontakt_Bestaetigung
UAV	ich teile dir jetzt noch ein Bild, wo du zwei Punkte siehst, die Wärmesignaturen plus dich, deine Position und deinen Begleiter	Information_geben
UGV-1	ja, ist verstanden	Information_geben
UAV	die Wärmesignaturen sind schwarze Punkte	Information_geben
UGV-1	Frage: ist das schon erfolgt?	Information_nachfragen
UAV	Bild ist draußen, ich hab's geteilt	Zusage
UAV	kannst du die Bilder sehen? UGV?	Information_nachfragen
UGV-1	nein, negativ	Absage
TL	UAV von Einsatzleiter	Kontakt_Anfrage
UAV	hier ist die UAV	Kontakt_Bestaetigung
TL	konntet ihr im Außenbereich noch weitere Fässer feststellen, oder war's das einzigste?	Information_nachfragen
UAV	bisher ist das einzige	Information_geben
TL	ja, verstanden	Information_geben
UAV	UGV 1 von UAV	Kontakt_Anfrage
UGV-1	ja	Kontakt_Bestaetigung
UGV-1	ich hab die brennenden Punkte gefunden	Information_geben
UAV	ja, das ist schon mal gut, ja	Information_geben
TL	UGV 1 von Einsatzleiter	Kontakt_Anfrage
UGV-1	ich höre dich	Kontakt_Bestaetigung
TL	ja, wie groß sind die brennenden Punkte, oder die Brandherde, was ist an Kräften erforderlich?	Information_nachfragen
UGV-1	ja, die Punkte sind hier minimal, ich würde sagen zirka fünf bis zehn zentimeter im Durchmesser	Information_geben
TL	ja, das ist verstanden	Information_geben
TL	UAV von Einsatzleiter	Kontakt_Anfrage
UAV	hier ist die UAV	Kontakt_Bestaetigung
UAV	wir gehen runter zur Landung, Akkutausch	Information_geben
TL	das ist verstanden	Information_geben
UGV-1	Einsatzleiter von UGV 1, kommen	Kontakt_Anfrage
TL	ich höre	Kontakt_Bestaetigung
UGV-1	ja, ich hab dir ein Bild und 'ne Wärmebild von den brennenden Punkten geschickt	Information_geben
TL	ist verstanden	Information_geben
TL	ich kann momentan aus technischen Gründen nur leider nichts sehen	Information_geben
UGV-1	ja, ist verstanden	Information_geben
UAV	Einsatzleiter von UAV	Kontakt_Anfrage
TL	höre	Kontakt_Bestaetigung
UAV	ja, wir brauchen noch einen Augenblick	Information_geben
UAV	tauschen eben die Kameras	Information_geben
UAV	dann sind wir wieder dabei und suchen dann nach weiteren Fässern	Information_geben
TL	ja, verstanden	Information_geben
TL	in östlicher Richtung sollte das Gelände soweit abgesucht sein, denke ich?	Information_nachfragen
UAV	ja, ist verstanden	Information_geben
UAV	wobei wir jetzt nur westlich gesucht haben, von meinem Standpunkt aus	Absage
TL	okay	Information_geben
TL	an allen - an alle Einsatz- eingesetzten Kräfte, UGV 1, UGV 2 und UAV	Kontakt_Anfrage
TL	Übungsende	Information_geben
UGV-1	UGV 1, verstanden	Information_geben
UGV-2	UGV 2, verstanden	Information_geben
UAV	UAV auch verstanden	Information_geben
WHS	Zugführer von WHS kommen	Kontakt_Anfrage
ZF	Gruppenführer von Zugführer kommen	Kontakt_Anfrage
GF	Gruppenführer hört	Kontakt_Bestaetigung
ZF	Frage Lautstärke Verständigung kommen	Information_nachfragen
GF	Ja Lautstärke und Verständigung gut kommen	Zusage
ZF	Ja das ist so verstanden ende	Information_geben
GF	Ja ende	Information_geben
ZF	Das WHS von Zugführer kommen	Kontakt_Anfrage
ZF	D2 von Zugführer kommen	Kontakt_Anfrage
D2	D2 hier kommen	Kontakt_Bestaetigung
ZF	Frage Lautstärke und Verständigung kommen	Information_nachfragen
D2	Nochmal bitte kommen	Einsatzbefehl
ZF	Frage Lautstärke und Verständigung kommen	Information_nachfragen
D2	Lautstärke und Verständigung sind super kommen	Zusage
ZF	Das ist verstanden ende	Information_geben
ZF	WHS von Zugführer kommen	Kontakt_Anfrage
WHS	Ja ich höre kommen	Kontakt_Bestaetigung
ZF	Bei dir auch Frage Lautstärke und Verständigung kommen	Information_nachfragen
WHS	Lautstärke und Verständigung ende	Zusage
ZF	D1 von Zugführer kommen	Kontakt_Anfrage
ZF	D1 von Zugführer kommen	Kontakt_Anfrage
D1	D1 hier	Kontakt_Bestaetigung
ZF	Ja auch für euch Frage Lautstärke und Verständigung kommen	Information_nachfragen
D1	Lautstärke OK	Zusage
ZF	Das ist so verstanden	Information_geben
ZF	Frage seid ihr einsatzbereit kommen	Information_nachfragen
D1	Sind einsatzbereit kommen	Zusage
ZF	Ja das ist verstanden ende	Information_geben
ZF	Gruppenführer von Zugführer kommen	Kontakt_Anfrage
GF	Gruppenführer hört	Kontakt_Bestaetigung
